"linea_csv","codigo","descripcion","departamento","existencia","precio_1","moneda","iva","unidad","tipo_origen","conflictos","recomendacion"
"6252","711","SLACHICHON SECO TIPO ESPAÑOL LEONESA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0,591","44.164,62","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6253","712","PEPPERONI","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1,754","14.181,16","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6254","71249233221","BLUSH RUNWAY LOREAL 10 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,07","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6255","71249316412","PRO-CNTOUR L?OREAL NØ 813 DE 7 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,08","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6256","71249316436","PRO- CONTOUR LOREAL NØ 815 DE 7 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,08","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6257","71249336083","EYE SHADOW NØ 310 ARMY CAMO DE 7.4 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,07","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6258","71249338223","BLUSH PALETTE INFALIBLE L?OREAL 8.5 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,07","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6259","713","SALCHICHA FRESCA BLANCA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2,331","17.408,28","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6260","714","SALCHICHA FRESCA ROJA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,254","17.408,28","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"6261","715","SALCHICHA CON PIMENTON TIPO CHISTORRA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4,556","24.256,45","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6262","716","BOQUILLA GRAMA MEDIANA Nº 234 A TECO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","5.946,69","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6263","717","BOQUILLA RIZADO FINO Nº 869 ATECO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","2.651,39","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6264","718","BOQUILLA RIZADO GRUESO Nº 1M ATECO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","2.651,39","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6266","72652949858","SUERO LA CREMOSA DE 100 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","2.636,24","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6267","73390009335","CARMELOS MENTOS SURTIDOS 125 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,1","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6268","73390055158","CHICLE TRIDENT YERBABUENA DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8","2.393,83","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6269","73390055172","CHICLE TRIDENT DE NARANJA DE 1.9 GR,","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","2.393,83","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6270","73390055189","CHICLE TRIDENT WATERMELON DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","3.075,61","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6271","73390055219","CHICLE TRIDENT CANELA DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","22","3.075,61","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6272","73390055226","CHICLE TRIDENT MINT BLISS DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","9","2.393,83","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6273","74570036004","HAAGEN-DAZS DE VAINILLA DE 88 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.704,42","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6274","7478341","PERRIER SPARKLIN MINERAL BOTELLA DE 330 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.515,08","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6275","750","REFRESCO DUMBO KING COLA DE 300 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","56","636,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6276","7501","ESENCIA DE AROMA DE PANETTON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","13","76.451,00","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6277","7502","ALMIDON DE MAIZ DE 25 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","59.883,58","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6278","7503","CAPUCHONES DE PANETTON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","42.952,55","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6279","752","DUMBO DE PIÑA DE 300CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","40","636,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6280","753","DUMBO DE MANZANA DE 300 CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","48","636,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6281","75669197002","LECHE CONDESADA IBERIA DE 396 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,22","Bs.","EXENTO","UNI","Producto","","apto_con_mapeo"
"6282","75856055399","HELADO OREO COOKIE SANDWICH DE 133ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","2.689,27","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6284","76150232486","COTUFAS NATURAL 78 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","16","757,54","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6285","77567003935","HELADO GIANT VAINILLA DE 177ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.742,34","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6286","780","GOTAS COBERTURA INDUSTRIAL BITTER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","134,824","6.969,37","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6287","781","GOTAS INDUSTRILA COBERTURA LECHE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","29","9.279,87","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6288","7811403","SODA CANADA DRY LATA DE 335 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.113,58","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"6290","782","COMBO 1","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.196,87","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6291","783","COMBO 2","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.462,01","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6292","784","COMBO 3","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.045,36","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6293","785","COMBO 4","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","101,7","Bs.","EXENTO","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6294","786","COMBO 5","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.939,21","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6295","787","COMBO 6","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","5.643,68","USD $","EXENTO","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6296","78742006079","SPRINKLE MIX UNICORNIO DE 142 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","10.984,34","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6297","788","COMBO 7","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","5.908,82","USD $","EXENTO","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6298","789","COMBO 8","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.393,74","USD $","EXENTO","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6299","790","COMBO 9","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.477,20","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6300","791","COMBO 10","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.507,51","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6301","792","COMBO 11","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.507,51","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6302","793","COMBO 12","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.439,10","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6303","7933624","CARAMELOS NERDS GRAPE DE 47 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","1.121,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6304","794","COMBO 13","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","9.090,49","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6305","79400197207","DESODORANTE AXE ANARCHY 113 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.901,38","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6306","79400404114","DESODORANTE SUAVE 30 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,03","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6307","79400589873","DESOSDORANTE AXE BLACK DE 113 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.901,38","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6308","795","COMBO #1 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","17.423,43","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6309","796","COMBO #2 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","12.120,65","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6310","797","COMBO 16","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","10.605,57","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6311","798","COMBO 17","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","16.665,89","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6312","799","COMBO 18","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","10.605,57","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6313","801","COMBO 19","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","10.605,57","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6314","802","COMBO #3 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","9.848,03","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6315","803","COMBO #4 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","9.848,03","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6316","804","COMBO #5 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","12.878,19","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6317","805","COMBO #6 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","12.878,19","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6318","806","COMBO #8 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","8.332,95","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6319","807","COMBO #9 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","15.908,35","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6320","808","COMBO #10 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","18.938,52","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6321","809","COMBO #13 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","12.878,19","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6322","810","COMBO # 11 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","15.150,81","USD $","IVA1","UNI","Compuesto","codigo_duplicado|tipo_compuesto","revisar_antes_de_importar"
"6323","811","COMBO #7 NAVIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","25.756,38","USD $","IVA1","UNI","Compuesto","codigo_duplicado|tipo_compuesto","revisar_antes_de_importar"
"6324","813","COMBO 31","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","USD $","IVA1","UNI","Compuesto","precio_venta_ausente_o_cero|tipo_compuesto","revisar_antes_de_importar"
"6325","814","VASOS DE VIDRIO GRANDE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","36","1.159,04","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6326","815","ENCENDEDORES DE COCINA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","2.265,05","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6327","816","BOLSA NEGRAS DE 40 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","100","378,77","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6328","817","TEFLON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","1.310,55","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6329","818","GRAGEAS UNICOLOR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","5.613,38","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6330","819","MINI PERLADO DE 1 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","6.173,96","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6331","820","CHOCO RUMBITA DE CHOCOLATE CASTILLA DE 20 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","568,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6332","821","CHOCO RUMBITA BLANCO CASTILLA DE 20 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","568,16","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6333","822","BRILLO GEL BLANCO ALMENDRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","166,66","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6334","823","BOLSA PLASTICAS DE 35X45","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4000","37,88","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6335","824","BOLSAS PLASTICAS DE 14X25","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","USD $","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"6336","825","ESENCIA DE PANNETTON EFYS DE 400 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","68.542,27","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6337","826","TIRRO MARRON MEDIANO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","36","2.295,35","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6338","827","ANIS DULCE POR KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","15.931,08","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6339","830","UVAS PASAS DE 10 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","106,5","7.363,29","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6340","831","BOLIGRAFOS NEGROS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","24","439,37","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6341","8314","COMBO CHARCUTERO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.810,29","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6342","8315","COMBO CHARCUTERO 2","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.810,29","USD $","IVA1","UNI","Compuesto","tipo_compuesto","revisar_antes_de_importar"
"6343","832","BOLSAS SANDWICHI PQ. DE 22X60","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3000","45,45","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6344","83326110905","BON YURT GALLETAS TRITURADAS DE 163 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6345","83326110912","BON YURT HOJUELAS AZUCARADAS DE 163 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6346","83326110929","BON YURT CEREAL DE ARROZ /CHOCOLATE DE 163 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6347","835","GUANTE TEJIDOS CO N PUNTO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","757,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6348","836","GUANTES INDUSTRIAL GLOVES VERDE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","3.560,44","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6349","840","MANTEQUILLA CON SAL ELLA  DE 100GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","20","2.295,35","USD $","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"6350","841","ACEITUNAS RELLENAS CON PIMENTON DE 21.05 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","59,938","7.136,03","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6351","842","AROS DE ACERO DE 10*3","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","2.242,32","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6352","843","MOLDE MINI CAKE 10*10 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","6.151,23","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6353","844","MOLDE MINI CAKE 12*10 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","6.446,67","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6354","845","MOLDE MINI CAKE 14*10 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","7.923,87","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6355","846","MOLDE REDONDO 16 10 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","7.620,86","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6356","84773601787","ROBINSON CRUSOE SALMON /ACEITE DE 170 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","2.954,41","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6357","84773601794","ROBINSON CRUSOE SALMON AHUMADO DE 100 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","2.954,41","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6358","84773602197","ROBINSON CRUSOE SURTIDO MARISCOS DE 100 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","2.560,49","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6359","84773611519","ROBINSON CRUSOE MELLIJONES /ACEITE D 190 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","3.560,44","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6360","850","MORTADELA EL PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","288,058","8.431,43","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"6361","851","CACAO EN POLVO DE 20 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","39,374","22.938,33","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6362","852","LECHOSA BARRITA AMARILLA IMPA D E5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","19.226,38","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6363","853","LECHOSA BARRITA ROJA INPA DE 5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","19.226,38","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6364","854","LECHOSA BARRITA VERDE INPA DE 5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","19.226,38","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6365","855","MOLDE DE ESTRELLA DE PAPEL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","300","393,92","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6366","860","BICARBONATO POR KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","19,89","7.136,03","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6367","862","COLETO DE TRES RAYAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","24","2.295,35","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6368","863","PAÑOS AMARILLOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","24","1.280,24","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6369","866","ESPONJAS DE ALAMBRE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","84","545,43","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6370","8662036","ATUN BLUMBLE BUMS 142 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,02","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"6371","867","BARQUILLAS KING CONE CHOCOLATE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","227,26","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"6372","869","CHANTILLY MASTER TOP DE 1 LT.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","69","5.696,71","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6373","870","TOALLAS SECA MANOS SANITISU","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","5.833,06","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6374","871","CAJA DE CULCE Nº 1 12*9*10","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1250","128,78","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6375","872","CAJA DULCE Nº 1 12*10-6","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","250","143,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6376","873","CAJA DE DULCE Nº 6 24.5*15*7","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","997","265,14","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6377","874","CAJA DE TORTA 30*30*10 NEGRA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","99","787,84","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6378","875","MELOCOTON EN ALMIBRA D ELA GROTTA DE 2.655 GR. LATA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","12.741,83","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6379","876","CABELLO DE ANGEL CONFITADO DE 5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","19.544,55","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6380","880","ACEITUNAS RLL.C/PIMENTON DE 15 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","13,176","7.901,15","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"6381","881","QUESO DURO ECONOMICO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","118,437","5.680,80","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"6382","887","CAJA DE DULCE Nº 3","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","494","204,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6383","888","BOLSAS DE 2 KG. TRANSPARENTES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4000","22,73","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6384","889","MILLAR DE BOLSAS ASA DE 15 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6212","33.127,25","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6385","890","AFRECHO DE 25 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","50","1.909,00","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"6386","891","MANTECA VEGETAL TRESCO DE 15 KGS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","31","82.034,07","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6387","892","COLOR AMARILLO BACKER DE 500 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","5.946,69","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6388","89395139021","RIKOMALT DE 400 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-9","1.954,45","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"6389","89395139427","CHICHA EL CHICHERO MDE 400 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","1.954,45","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6390","89395150118","JUGO REFRIGERADO DE NARANJA FRICA  DE 900 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.227,22","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6391","89395159425","CHICHA EL CHICHERO PARMALAT DE 1 LT.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","14","3.954,36","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6392","89395335454","FRIGURT SEMIDESCREMADO CON CEREAL DE 165 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","1.121,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6393","895","GUAYABA FLOWER DE 180KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","47.884,14","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6394","900","SALSA DE AJO FRITZ DE 3.600 CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","12.143,38","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6395","901","SALSA INGLESA FRITZ  DE 3.600 CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","16.029,56","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"6396","902","SALSADE SOYA FRITZ DE 3.600 CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","11.605,52","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
