"linea_csv","codigo","descripcion","departamento","existencia","precio_1","moneda","iva","unidad","tipo_origen","conflictos","recomendacion"
"5279","75903169","BELMONT 20 UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","160","2.787,75","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5280","75903183","BELMONT DE  10 UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1351","1.409,03","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5282","75903336","CIGARROS LUCKY STRIKE DE 20 UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","9","3.340,75","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5283","75903923","CIGARROS VICEROY DE 20 UNDS,","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","1.780,22","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5288","75904098","RIKESA CHEDDAR PICANTE DE 200 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","3.537,71","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5289","75904210","MERMELADA DE FRESA VIENESA DE 240 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.749,87","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5290","75904227","MERMELADA DE GUAYABA VIENESA DE 240 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.749,87","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5291","75904319","HELADO TINITA MANTECADO EFE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5292","75904326","HELADO TINITA CHOCOLATE EFE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5294","75905132","MALTA BOTELLA REGIONAL RETORNABLE 222 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","78","598,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5295","75905149","MALTA REGIONAL DESECHABLE 250 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","171","704,51","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5296","75905156","MALTA REGIONAL 207 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-190","553","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5455","75910161111","TORONTO  CAJA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5523","0","MOLDES REDONDO DE 22*13 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","14.665,99","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5524","11","PAN DE JAMON CON QUESO CREMA GRANDE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5","18.938,52","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5525","12","PAN DE A LOCHA POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1342","70","Bs.","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5526","15","TOSTADITAS PARA ENSALADA CESAR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-465","787,84","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5527","2","PAN DE JAMON CON QUESO CREMA PEQUEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-600","11.363,11","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5528","23","COMBO PAN DE JAMON Y REFRESCOS 2 LT","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","9.848,03","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5529","26","PERNIL RELLENO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-8,114","18.938,52","USD $","IVA1","KG","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5530","27","SANDWICH PICADO POR MITAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.795,37","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5531","28","BLOQUE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-44","1.212,06","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5532","35","PAN DE ACEMITA CON QUESO PEQUEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","151,51","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5533","36","QUESO AMARILLO BOLA BRISAS DE CAMPO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","19,2","8.908,68","USD $","IVA1","KG","Producto","codigo_duplicado","revisar_antes_de_importar"
"5534","38","TOMATE POR KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","USD $","IVA1","KG","Producto","codigo_duplicado|precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5535","39","PAPA POR KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","USD $","IVA1","KG","Producto","codigo_duplicado|precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5536","62","CONITOS DE CHOCOLATE CON LECHE RELLENO DE MANI","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","106,06","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5537","67","PAN DE GUAYABA PICADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","689,36","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5538","68","ROSCA DE CHOCOLATE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-4","3.408,93","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5539","72","VASO DOMO MELOCOTON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.499,88","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5540","9","PAN DE JAMON AL MAYOR PEQUEÑO MAS 10","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.060,32","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5541","361","CHORIZO ALPINO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,434","36.960,41","USD $","IVA1","KG","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5542","100","DULCE TRES LECHE GRANDE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.045,36","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5543","109","AZUCAR DETALLADA POR KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","1.257,52","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5544","114","BROWNIE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.212,06","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5545","115","PAN CAMPESINO PARA BODEGA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1167","500","Bs.","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5546","116","DONAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-75","1.439,33","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5547","117","DULCE DE MANZANA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-28","1.477,20","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5548","118","PAN DE MANTEQUILLA PARA BODEGA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","32","Bs.","EXENTO","UNI","Producto","","apto_con_mapeo"
"5549","120","BESITOS DE COCO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-18","530,28","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5550","121","CATALINA EN BOLSA DE 10 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-96","2.121,11","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5551","122","CATALINAS EN BOLSA DE 5 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-962","1.060,56","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5552","123","TRENZAS DE FRUTAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.787,70","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5553","124","TRENZAS DE MANZANA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.787,70","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5554","125","TRENZAS DE CHOCOLATE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5555","126","ROSCAS DANESA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","5.302,78","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5556","127","PAN POPULAR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6","Bs.","EXENTO","UNI","Producto","","apto_con_mapeo"
"5557","128","COMBO DE 2 DULCES SECOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-14","2.575,64","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5558","130","COMBO DE  10  SEÑORITAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-110","1.363,57","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5559","132","COMBO DE 10 MINI PAN DE COCO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-4299","757,54","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5560","133","COMBO DE 10 MINI PIÑITAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5763","757,54","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5561","137","COMBO DE TRES DULCES GRANDES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1624","4.848,26","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5562","138","COMBO DE 3 DULCES FRIOS PEQUEÑOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1107","2.045,36","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5563","139","PAN DE AVENA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","553","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5564","156","COMBO DE MINI PAN DULCE SURTIDOS 23 UNIDADES (PINITA,COCO Y GUAYABA)","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-24","1.893,85","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5565","157","COMBO DE 6 CANILLAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5","1.515,08","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5566","158","COMBOO DE 6 CAMPESINOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","770","Bs.","EXENTO","UNI","Producto","","apto_con_mapeo"
"5567","159","JAMON DE PIERNA ECONOMICO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1198,388","6.037,60","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5568","160","JAMON DE FIAMBRE ECONOMICO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","89,686","6.689,08","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5569","161","PONQUESITOS DE COCO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1748","1.136,31","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5570","192","ACEITE CORPORAL DE EUCALIPTO 200 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","3.295,30","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5571","250","GUAYABA DE 20 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","15","64.565,19","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5572","291","LECHE LIQUIDA DAIRY DE 900 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.219,64","USD $","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5573","292","PAN DE MANTEQUILLA GRANDE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","210","Bs.","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5574","293","LECHE LIQUIDA COMPLETA DE LA MONTAÑA DE 1.8 CC","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.151,42","USD $","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5575","502","CARAMELOS LOKIÑOS PINTA LENGUA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-4","106,06","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5576","520","OREJON DE MANZANA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","19,056","21.309,62","USD $","EXENTO","KG","Producto","codigo_duplicado","revisar_antes_de_importar"
"5577","54","CATALINA BLANCA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-383","196,96","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5578","55","CATALINA MORENA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-708","227,26","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5579","560","TRUFAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-20","757,54","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5580","564","MINI PAN DE JAMON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1535","1.893,85","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5581","565","COMBO DE 18 PANES A LOCHA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-40424","1.439,33","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5582","568","PANQUE EN BANDEJA DECORADA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-21","3.484,69","USD $","EXENTO","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5583","596","PLATOS DE CARTON NUMERO 9","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","500","90,9","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5584","603","SUERO DE LEHE LA MONTAÑA DE 500 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.022,68","USD $","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5585","604","SUEO DE LECHE PICANTE DE 500 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","1.022,68","USD $","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5586","605","SUERO CREMOSO LA CASONA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","1.977,18","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5587","680","AZUCAR DE 50 KG. MONTALBAN","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","56.247,39","USD $","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5588","681","NUTELLA DE 750 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","14.734,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5589","682","PANO AMARILLO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.371,15","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5590","683","LLUVIA  DE COLORES DE 1 KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","24","9.560,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5591","684","LLUVIA DE CHOCOLATE DE 1 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","8.242,04","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5592","685","NUTCAD CREMA DE AVELLANA DE 4.6 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","40","43.702,52","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5593","686","ACEITE RECONSTITUYENTE DE CARTIGOLO DE TIBURON DE 200 ML.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","3.295,30","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5594","709","QUESADILLA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-50","1.439,33","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5595","76","PAN DULCE SURTIDO PAQUETE DE 4 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","48","Bs.","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5596","78","MINI QUESADILLA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","13","583,31","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5597","810","CEREZA ROJA MARRASQUINO LATA 3 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","40.664,78","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5598","811","CUCHILLO CHEFDE 30 CM ACERO INOXIDABEL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","75.791,94","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5599","812","MANGA PASTELERA Nº 7-60","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","12.340,34","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5600","84","TORTA NEGRA PEQUEÑA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-93","3.787,70","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5601","840","PANQUE DE CORAZON DECORADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-23","3.030,16","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5602","85","MINI DONA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","681,79","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5603","867","JAMON DE PAVO PLUMROSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","49012,982","14.385,70","USD $","IVA1","KG","Producto","codigo_duplicado","revisar_antes_de_importar"
"5604","868","JAMON DE PAVO FIESTA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","18,332","10.688,90","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5605","87","MINI CARACOLA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","621,18","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5606","88","MINI SUSPIROS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5","424,22","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5607","89","PONQUESITOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-60","1.136,31","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5608","905","AREQUIPE DON PEDRO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","20.264,21","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5609","906","AREQUIPE DE FLOWER DE 5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","35.801,37","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5610","93","TORTA PORCION","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","1.212,06","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5611","950","DANDY DE UN KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","16.787,10","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5612","96","DULCES TRES LECHE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.969,61","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5613","97","ROSCAS GRANDES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.817,87","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5614","980","RELAX DE 5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","68.193,80","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5615","9800007615","CARAMELOS TIC TAC FRESHMINTS DE 29 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.621,09","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5616","9800007677","CARAMELOS TIC TAC WINTERGREEN DE 29 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.621,09","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5617","9800802203","NUTELLA DE 200 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","4.545,24","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5618","9800892259","NUTELLA DE 750 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","14.734,16","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5619","9800895007","NUTELLA DE 371 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","7.355,72","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5620","985234","CHOCOLATE KINDER JOY DE 20 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.742,30","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5621","985331","CHOCOLATE KINDER JOY DE 20 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.348,38","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5622","986","AREQUIPE THOOR DE 5 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","23.620,12","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5623","986932","CHOCOLATE KINDER JOY DE 20 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.363,48","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5624","99","TORTA NEGRA ARBOLITO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-15","5.302,78","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5625","100","JUGO DE NARANJA YARACUY 2 LT","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","codigo_duplicado|precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5626","101","COMBO DE REFRESCO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,3","Bs.","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5627","103","LECHE CORDILLERA 1.8 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","codigo_duplicado|precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5628","104","LECHE YARACUY","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","codigo_duplicado|precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5629","105","LECHE PALMILAK DE 1.800 ML","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,02","Bs.","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5630","106","MINI PASTILLAS DE 10 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","codigo_duplicado|precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5631","107","BOCADILLOS DE PLATANO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","212,11","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5632","108","BOCADILLOS DE GUAYABA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","727,24","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5633","109","BOCADILLOS DE GUAYABA CON LECHE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","727,24","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5634","110","MANTEQUILLA MONTE ADENTRO DE 10 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","7,67","Bs.","EXENTO","KG","Producto","codigo_duplicado","revisar_antes_de_importar"
"5635","111","GALLETA OREO PAQUETE 6 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2","1.030,26","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5636","11111610736","JABON DOVE DE 75 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.189,25","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5637","112","GALLETA ORO AMERICANO DE 6 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.439,33","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5638","11210000155","SALSA PICANTE TABASCO DE 150 CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","12.885,77","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5639","11210115132","SALSA PICANTE TABASCO DE 60 CC.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.658,92","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5640","113","GALLETA ORO VAINILLA DE 6 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.439,33","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5641","114","PAPEL HIGIENICO POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","696,94","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5642","115","MONEDAS DE CHOCOLATE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-307","106,06","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5643","12546011075","CHICLE TRIDENT SPEARMINT DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-13","1.977,18","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5644","12546011099","CHICLE TRIDENT DE MENTA 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10","1.977,18","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5645","12546011426","CHICLE TRIDENT PERFECT PEPPERMINT DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","1.757,49","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
